rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,11.2,6
2,Carnegie Mellon University,10.5,11
3,Univ. of Illinois at Urbana-Champaign,10.4,4
4,University of Pennsylvania,9.0,8
5,Univ. of California - Berkeley,6.9,5
6,University of Minnesota,5.4,6
7,Georgia Institute of Technology,4.6,7
8,University of Michigan,4.1,4
9,University of Southern California,4.0,2
10,Texas A&M University,3.9,2
10,University of Washington,3.9,3
12,Univ. of California - Merced,3.8,1
12,Univ. of California - San Diego,3.8,3
14,Cornell University,3.3,3
15,Stanford University,3.2,3
15,University of Toronto,3.2,4
15,Yale University,3.2,2
18,Columbia University,3.0,2
18,University of Maryland - College Park,3.0,4
18,University of Texas at Austin,3.0,2
21,Arizona State University,2.9,3
21,University of South Carolina,2.9,2
21,Worcester Polytechnic Institute,2.9,5
24,Indiana University,2.8,2
24,Rutgers University,2.8,2
24,University of Alberta,2.8,2
27,Université Laval,2.7,3
28,McGill University,2.6,1
29,George Mason University,2.5,2
30,University of North Carolina,2.4,2
